text_part_id,value,word_value,position,ve_ref,idx,subref_value
120,came,came,15,11.t15,174,came[1]
120,to,to,16,11.t16,175,to[1]
120,a,a,17,11.t17,176,a[9]
120,place,place,18,11.t18,177,place[1]
120,called,called,19,11.t19,178,called[1]
120,Charleston,Charleston,20,11.t20,179,Charleston[1]
120,in,in,21,11.t21,180,in[1]
120,the,the,22,11.t22,181,the[2]
120,words,words,23,11.t23,182,words[1]
120,of,of,24,11.t24,183,of[1]
120,the,the,25,11.t25,184,the[3]
120,Christian,Christian,26,11.t26,185,Christian[1]
120,and,and,27,11.t27,186,and[3]
120,they,they,28,11.t28,187,they[1]
120,sold,sold,29,11.t29,188,sold[1]
120,me.,me,30,11.t30,189,me[2]
121,A,A,1,12.t1,190,A[1]
121,"small,",small,2,12.t2,191,small[1]
121,weak,weak,3,12.t3,192,weak[1]
121,little,little,4,12.t4,193,little[1]
121,man,man,5,12.t5,194,man[1]
121,of,of,6,12.t6,195,of[1]
121,evil,evil,7,12.t7,196,evil[1]
121,bought,bought,8,12.t8,197,bought[1]
121,me.,me,9,12.t9,198,me[1]
122,He,He,1,13.t1,199,He[1]
122,was,was,2,13.t2,200,was[1]
122,called,called,3,13.t3,201,called[1]
122,Johnson.,Johnson,4,13.t4,202,Johnson[1]
123,A,A,1,14.t1,203,A[1]
123,great,great,2,14.t2,204,great[1]
123,"infidel,",infidel,3,14.t3,205,infidel[1]
123,he,he,4,14.t4,206,he[1]
123,did,did,5,14.t5,207,did[1]
123,not,not,6,14.t6,208,not[1]
123,fear,fear,7,14.t7,209,fear[1]
123,God,God,8,14.t8,210,God[1]
123,at,at,9,14.t9,211,at[2]
123,all.,all,10,14.t10,212,all[1]
124,I,I,1,15.t1,213,I[1]
124,am,am,2,15.t2,214,am[1]
124,a,a,3,15.t3,215,a[2]
124,small,small,4,15.t4,216,small[1]
124,man,man,5,15.t5,217,man[1]
124,not,not,6,15.t6,218,not[1]
124,able,able,7,15.t7,219,able[1]
124,to,to,8,15.t8,220,to[1]
124,work,work,9,15.t9,221,work[1]
124,intensely.,intensely,10,15.t10,222,intensely[1]
125,I,I,1,16.t1,223,I[1]
125,fled,fled,2,16.t2,224,fled[1]
125,from,from,3,16.t3,225,from[1]
125,the,the,4,16.t4,226,the[1]
125,hand,hand,5,16.t5,227,hand[1]
125,of,of,6,16.t6,228,of[1]
125,Johnson.,Johnson,7,16.t7,229,Johnson[1]
126,For,For,1,17.t1,230,For[1]
126,months,months,2,17.t2,231,months[1]
126,I,I,3,17.t3,232,I[1]
126,walked,walked,4,17.t4,233,walked[1]
126,to,to,5,17.t5,234,to[1]
126,a,a,6,17.t6,235,a[2]
126,place,place,7,17.t7,236,place[1]
126,called,called,8,17.t8,237,called[1]
126,Fayetteville.,Fayetteville,9,17.t9,238,Fayetteville[1]
127,I,I,1,18.t1,239,I[1]
127,saw,saw,2,18.t2,240,saw[1]
127,houses.,houses,3,18.t3,241,houses[1]
128,For,For,1,19.t1,242,For[1]
128,months,months,2,19.t2,243,months[1]
128,I,I,3,19.t3,244,I[1]
128,entered,entered,4,19.t4,245,entered[1]
128,into,into,5,19.t5,246,into[1]
128,the,the,6,19.t6,247,the[1]
128,houses,houses,7,19.t7,248,houses[1]
128,to,to,8,19.t8,249,to[2]
128,pray.,pray,9,19.t9,250,pray[1]
129,I,I,1,20.t1,251,I[1]
129,saw,saw,2,20.t2,252,saw[1]
129,a,a,3,20.t3,253,a[2]
129,boy,boy,4,20.t4,254,boy[1]
129,riding,riding,5,20.t5,255,riding[1]
129,a,a,6,20.t6,256,a[3]
129,horse.,horse,7,20.t7,257,horse[1]
130,The,The,1,21.t1,258,The[1]
130,boy,boy,2,21.t2,259,boy[1]
130,came,came,3,21.t3,260,came[1]
130,to,to,4,21.t4,261,to[1]
130,the,the,5,21.t5,262,the[1]
130,place,place,6,21.t6,263,place[1]
130,of,of,7,21.t7,264,of[1]
130,his,his,8,21.t8,265,his[1]
130,father,father,9,21.t9,266,father[1]
130,and,and,10,21.t10,267,and[1]
130,informed,informed,11,21.t11,268,informed[1]
130,his,his,12,21.t12,269,his[2]
130,father,father,13,21.t13,270,father[2]
130,that,that,14,21.t14,271,that[1]
130,he,he,15,21.t15,272,he[5]
130,saw,saw,16,21.t16,273,saw[1]
130,"me,",me,17,21.t17,274,me[3]
130,a,a,18,21.t18,275,a[8]
130,Black,Black,19,21.t19,276,Black[1]
130,"man,",man,20,21.t20,277,man[1]
130,in,in,21,21.t21,278,in[2]
130,the,the,22,21.t22,279,the[4]
130,prominent,prominent,23,21.t23,280,prominent[1]
130,house.,house,24,21.t24,281,house[1]
131,A,A,1,22.t1,282,A[1]
131,man,man,2,22.t2,283,man[1]
131,named,named,3,22.t3,284,named[1]
131,Hunter,Hunter,4,22.t4,285,Hunter[1]
131,and,and,5,22.t5,286,and[1]
131,one,one,6,22.t6,287,one[1]
131,other,other,7,22.t7,288,other[1]
131,man,man,8,22.t8,289,man[2]
131,among,among,9,22.t9,290,among[1]
131,them,them,10,22.t10,291,them[1]
131,riding,riding,11,22.t11,292,riding[1]
131,horses,horses,12,22.t12,293,horses[1]
131,with,with,13,22.t13,294,with[1]
131,many,many,14,22.t14,295,many[1]
131,dogs,dogs,15,22.t15,296,dogs[1]
131,took,took,16,22.t16,297,took[1]
131,me,me,17,22.t17,298,me[2]
131,to,to,18,22.t18,299,to[2]
131,go,go,19,22.t19,300,go[1]
131,with,with,20,22.t20,301,with[2]
131,them,them,21,22.t21,302,them[2]
131,twelve,twelve,22,22.t22,303,twelve[1]
131,miles,miles,23,22.t23,304,miles[1]
131,to,to,24,22.t24,305,to[3]
131,a,a,25,22.t25,306,a[7]
131,place,place,26,22.t26,307,place[1]
131,called,called,27,22.t27,308,called[1]
131,"Fayetteville,",Fayetteville,28,22.t28,309,Fayetteville[1]
131,to,to,29,22.t29,310,to[4]
131,a,a,30,22.t30,311,a[11]
131,big,big,31,22.t31,312,big[1]
131,house,house,32,22.t32,313,house[1]
131,that,that,33,22.t33,314,that[1]
131,I,I,34,22.t34,315,I[1]
131,was,was,35,22.t35,316,was[1]
131,not,not,36,22.t36,317,not[1]
131,able,able,37,22.t37,318,able[1]
131,to,to,38,22.t38,319,to[5]
131,leave.,leave,39,22.t39,320,leave[1]
132,I,I,1,23.t1,321,I[1]
132,remained,remained,2,23.t2,322,remained[1]
132,in,in,3,23.t3,323,in[2]
132,the,the,4,23.t4,324,the[1]
132,big,big,5,23.t5,325,big[1]
132,house,house,6,23.t6,326,house[1]
132,called,called,7,23.t7,327,called[1]
132,jail,jail,8,23.t8,328,jail[1]
132,in,in,9,23.t9,329,in[3]
132,the,the,10,23.t10,330,the[2]
132,Christian,Christian,11,23.t11,331,Christian[1]
132,language,language,12,23.t12,332,language[1]
132,for,for,13,23.t13,333,for[1]
132,16,16,14,23.t14,334,16[1]
132,days,days,15,23.t15,335,days[1]
132,and,and,16,23.t16,336,and[1]
132,nights.,nights,17,23.t17,337,nights[1]
133,On,On,1,24.t1,338,On[1]
133,Friday,Friday,2,24.t2,339,Friday[1]
133,I,I,3,24.t3,340,I[1]
133,went,went,4,24.t4,341,went[1]
133,to,to,5,24.t5,342,to[1]
133,the,the,6,24.t6,343,the[1]
133,big,big,7,24.t7,344,big[1]
133,one,one,8,24.t8,345,one[1]
133,who,who,9,24.t9,346,who[1]
133,opened,opened,10,24.t10,347,opened[1]
133,the,the,11,24.t11,348,the[2]
133,door,door,12,24.t12,349,door[1]
133,of,of,13,24.t13,350,of[1]
133,the,the,14,24.t14,351,the[3]
133,house.,house,15,24.t15,352,house[1]
134,I,I,1,25.t1,353,I[1]
134,saw,saw,2,25.t2,354,saw[1]
134,lots,lots,3,25.t3,355,lots[1]
134,of,of,4,25.t4,356,of[1]
134,men,men,5,25.t5,357,men[1]
134,all,all,6,25.t6,358,all[1]
134,of,of,7,25.t7,359,of[2]
134,them,them,8,25.t8,360,them[1]
134,Christian.,Christian,9,25.t9,361,Christian[1]
135,He,He,1,26.t1,362,He[1]
135,called,called,2,26.t2,363,called[1]
135,to,to,3,26.t3,364,to[1]
135,"me,",me,4,26.t4,365,me[1]
135,“Is,Is,5,26.t5,366,Is[1]
135,your,your,6,26.t6,367,your[1]
135,name,name,7,26.t7,368,name[1]
135,Omar,Omar,8,26.t8,369,Omar[1]
135,or,or,9,26.t9,370,or[1]
135,Seid?”,Seid,10,26.t10,371,Seid[1]
136,I,I,1,27.t1,372,I[1]
136,couldn’t,couldnt,2,27.t2,373,couldnt[1]
136,hear,hear,3,27.t3,374,hear[1]
136,the,the,4,27.t4,375,the[1]
136,Christian,Christian,5,27.t5,376,Christian[1]
136,words.,words,6,27.t6,377,words[1]
137,I,I,1,28.t1,378,I[1]
137,saw,saw,2,28.t2,379,saw[1]
137,a,a,3,28.t3,380,a[2]
137,man,man,4,28.t4,381,man[1]
137,called,called,5,28.t5,382,called[1]
137,Bob,Bob,6,28.t6,383,Bob[1]
137,Mumford,Mumford,7,28.t7,384,Mumford[1]
137,who,who,8,28.t8,385,who[1]
137,concealed,concealed,9,28.t9,386,concealed[1]
137,me,me,10,28.t10,387,me[1]
137,and,and,11,28.t11,388,and[1]
137,sent,sent,12,28.t12,389,sent[1]
137,me,me,13,28.t13,390,me[2]
137,out,out,14,28.t14,391,out[1]
137,of,of,15,28.t15,392,of[1]
137,the,the,16,28.t16,393,the[1]
137,big,big,17,28.t17,394,big[1]
137,house.,house,18,28.t18,395,house[1]
138,I,I,1,29.t1,396,I[1]
138,rejoiced,rejoiced,2,29.t2,397,rejoiced[1]
138,greatly.,greatly,3,29.t3,398,greatly[1]
139,I,I,1,30.t1,399,I[1]
139,went,went,2,30.t2,400,went[1]
139,with,with,3,30.t3,401,with[1]
139,him,him,4,30.t4,402,him[1]
139,to,to,5,30.t5,403,to[1]
139,his,his,6,30.t6,404,his[1]
139,place.,place,7,30.t7,405,place[1]
140,I,I,1,31.t1,406,I[1]
140,remained,remained,2,31.t2,407,remained[1]
140,at,at,3,31.t3,408,at[1]
140,the,the,4,31.t4,409,the[1]
140,Mumford,Mumford,5,31.t5,410,Mumford[1]
140,place,place,6,31.t6,411,place[1]
140,four,four,7,31.t7,412,four[1]
140,nights,nights,8,31.t8,413,nights[1]
140,and,and,9,31.t9,414,and[1]
140,days.,days,10,31.t10,415,days[1]
141,A,A,1,32.t1,416,A[1]
141,man,man,2,32.t2,417,man[1]
141,named,named,3,32.t3,418,named[1]
141,Jim,Jim,4,32.t4,419,Jim[1]
141,"Owen,",Owen,5,32.t5,420,Owen[1]
141,the,the,6,32.t6,421,the[1]
141,husband,husband,7,32.t7,422,husband[1]
141,of,of,8,32.t8,423,of[1]
141,Mumford’s,Mumfords,9,32.t9,424,Mumfords[1]
141,"daughter,",daughter,10,32.t10,425,daughter[1]
141,Betsy,Betsy,11,32.t11,426,Betsy[1]
141,"Mumford,",Mumford,12,32.t12,427,Mumford[2]
141,asked,asked,13,32.t13,428,asked[1]
141,me,me,14,32.t14,429,me[2]
141,if,if,15,32.t15,430,if[1]
141,I,I,16,32.t16,431,I[1]
141,was,was,17,32.t17,432,was[1]
141,willing,willing,18,32.t18,433,willing[1]
141,to,to,19,32.t19,434,to[1]
141,go,go,20,32.t20,435,go[1]
141,to,to,21,32.t21,436,to[2]
141,the,the,22,32.t22,437,the[2]
141,place,place,23,32.t23,438,place[1]
141,called,called,24,32.t24,439,called[1]
141,Bladen.,Bladen,25,32.t25,440,Bladen[1]
142,"Yes,",Yes,1,33.t1,441,Yes[1]
142,I,I,2,33.t2,442,I[1]
142,was,was,3,33.t3,443,was[1]
142,willing,willing,4,33.t4,444,willing[1]
142,to,to,5,33.t5,445,to[1]
142,go,go,6,33.t6,446,go[1]
142,with,with,7,33.t7,447,with[1]
142,them.,them,8,33.t8,448,them[1]
143,I,I,1,34.t1,449,I[1]
143,remained,remained,2,34.t2,450,remained[1]
143,at,at,3,34.t3,451,at[1]
143,the,the,4,34.t4,452,the[1]
143,place,place,5,34.t5,453,place[1]
143,of,of,6,34.t6,454,of[1]
143,Jim,Jim,7,34.t7,455,Jim[1]
143,Owen,Owen,8,34.t8,456,Owen[1]
143,until,until,9,34.t9,457,until[1]
143,now.,now,10,34.t10,458,now[1]
144,Before,Before,1,35.t1,459,Before[1]
144,bringing,bringing,2,35.t2,460,bringing[1]
144,me,me,3,35.t3,461,me[1]
144,to,to,4,35.t4,462,to[1]
144,the,the,5,35.t5,463,the[1]
144,hand,hand,6,35.t6,464,hand[1]
144,of,of,7,35.t7,465,of[1]
144,General,General,8,35.t8,466,General[1]
144,"Owen,",Owen,9,35.t9,467,Owen[1]
144,a,a,10,35.t10,468,a[3]
144,man,man,11,35.t11,469,man[1]
144,named,named,12,35.t12,470,named[1]
144,Mitchell,Mitchell,13,35.t13,471,Mitchell[1]
144,bought,bought,14,35.t14,472,bought[1]
144,me.,me,15,35.t15,473,me[3]
145,Mitchell,Mitchell,1,36.t1,474,Mitchell[1]
145,came,came,2,36.t2,475,came[1]
145,to,to,3,36.t3,476,to[1]
145,me,me,4,36.t4,477,me[2]
145,and,and,5,36.t5,478,and[1]
145,asked,asked,6,36.t6,479,asked[1]
145,me,me,7,36.t7,480,me[3]
145,to,to,8,36.t8,481,to[2]
145,come,come,9,36.t9,482,come[1]
145,to,to,10,36.t10,483,to[3]
145,the,the,11,36.t11,484,the[1]
145,place,place,12,36.t12,485,place[1]
145,of,of,13,36.t13,486,of[1]
145,Charleston.,Charleston,14,36.t14,487,Charleston[1]
146,I,I,1,37.t1,488,I[1]
146,"said,",said,2,37.t2,489,said[1]
146,"“No,",No,3,37.t3,490,No[1]
146,"no,",no,4,37.t4,491,no[1]
146,"no,",no,5,37.t5,492,no[2]
146,"no,",no,6,37.t6,493,no[3]
146,"no,",no,7,37.t7,494,no[4]
146,"no,",no,8,37.t8,495,no[5]
146,no,no,9,37.t9,496,no[6]
146,I,I,10,37.t10,497,I[2]
146,wouldn’t,wouldnt,11,37.t11,498,wouldnt[1]
146,go,go,12,37.t12,499,go[1]
146,to,to,13,37.t13,500,to[1]
146,the,the,14,37.t14,501,the[1]
146,place,place,15,37.t15,502,place[1]
146,of,of,16,37.t16,503,of[1]
146,Charleston.,Charleston,17,37.t17,504,Charleston[1]
147,I,I,1,38.t1,505,I[1]
147,remained,remained,2,38.t2,506,remained[1]
147,in,in,3,38.t3,507,in[2]
147,the,the,4,38.t4,508,the[1]
147,hand,hand,5,38.t5,509,hand[1]
147,of,of,6,38.t6,510,of[1]
147,Jim,Jim,7,38.t7,511,Jim[1]
147,Owen,Owen,8,38.t8,512,Owen[1]
148,Oh,Oh,1,39.t1,513,Oh[1]
148,people,people,2,39.t2,514,people[1]
148,of,of,3,39.t3,515,of[1]
148,North,North,4,39.t4,516,North[1]
148,"Carolina,",Carolina,5,39.t5,517,Carolina[1]
148,oh,oh,6,39.t6,518,oh[1]
148,people,people,7,39.t7,519,people[2]
148,of,of,8,39.t8,520,of[2]
148,South,South,9,39.t9,521,South[1]
148,"Carolina,",Carolina,10,39.t10,522,Carolina[2]
148,oh,oh,11,39.t11,523,oh[2]
148,people,people,12,39.t12,524,people[3]
148,of,of,13,39.t13,525,of[3]
148,"America,",America,14,39.t14,526,America[1]
148,all,all,15,39.t15,527,all[1]
148,of,of,16,39.t16,528,of[4]
148,"them,",them,17,39.t17,529,them[1]
148,are,are,18,39.t18,530,are[1]
148,there,there,19,39.t19,531,there[1]
148,among,among,20,39.t20,532,among[1]
148,them,them,21,39.t21,533,them[2]
148,two,two,22,39.t22,534,two[1]
148,righteous,righteous,23,39.t23,535,righteous[1]
148,men,men,24,39.t24,536,men[1]
148,like,like,25,39.t25,537,like[1]
148,these,these,26,39.t26,538,these[1]
148,righteous,righteous,27,39.t27,539,righteous[2]
148,men,men,28,39.t28,540,men[2]
148,called,called,29,39.t29,541,called[1]
148,Jim,Jim,30,39.t30,542,Jim[1]
148,Owen,Owen,31,39.t31,543,Owen[1]
148,and,and,32,39.t32,544,and[1]
148,John,John,33,39.t33,545,John[1]
148,Owen?,Owen,34,39.t34,546,Owen[2]
149,All,All,1,40.t1,547,All[1]
149,of,of,2,40.t2,548,of[1]
149,the,the,3,40.t3,549,the[1]
149,food,food,4,40.t4,550,food[1]
149,that,that,5,40.t5,551,that[1]
149,I,I,6,40.t6,552,I[1]
149,am,am,7,40.t7,553,am[1]
149,"fed,",fed,8,40.t8,554,fed[1]
149,all,all,9,40.t9,555,all[1]
149,of,of,10,40.t10,556,of[2]
149,the,the,11,40.t11,557,the[2]
149,clothes,clothes,12,40.t12,558,clothes[1]
149,I,I,13,40.t13,559,I[2]
149,"wear,",wear,14,40.t14,560,wear[1]
149,they,they,15,40.t15,561,they[1]
149,give,give,16,40.t16,562,give[1]
149,me.,me,17,40.t17,563,me[1]
150,Jim,Jim,1,41.t1,564,Jim[1]
150,and,and,2,41.t2,565,and[1]
150,his,his,3,41.t3,566,his[1]
150,brother,brother,4,41.t4,567,brother[1]
150,read,read,5,41.t5,568,read[1]
150,the,the,6,41.t6,569,the[2]
150,gospel,gospel,7,41.t7,570,gospel[1]
150,of,of,8,41.t8,571,of[1]
150,God,God,9,41.t9,572,God[1]
150,our,our,10,41.t10,573,our[1]
150,"lord,",lord,11,41.t11,574,lord[1]
150,our,our,12,41.t12,575,our[2]
150,"savior,",savior,13,41.t13,576,savior[1]
150,and,and,14,41.t14,577,and[2]
150,our,our,15,41.t15,578,our[3]
150,king,king,16,41.t16,579,king[1]
150,and,and,17,41.t17,580,and[3]
150,reformer,reformer,18,41.t18,581,reformer[1]
150,of,of,19,41.t19,582,of[2]
150,our,our,20,41.t20,583,our[4]
150,state,state,21,41.t21,584,state[1]
150,of,of,22,41.t22,585,of[3]
150,"being,",being,23,41.t23,586,being[1]
150,our,our,24,41.t24,587,our[5]
150,condition,condition,25,41.t25,588,condition[1]
150,and,and,26,41.t26,589,and[4]
150,our,our,27,41.t27,590,our[6]
150,"wealth,",wealth,28,41.t28,591,wealth[1]
150,"generously,",generously,29,41.t29,592,generously[1]
150,not,not,30,41.t30,593,not[1]
150,"requisitely,",requisitely,31,41.t31,594,requisitely[1]
150,according,according,32,41.t32,595,according[1]
150,to,to,33,41.t33,596,to[1]
150,his,his,34,41.t34,597,his[2]
150,power.,power,35,41.t35,598,power[1]
151,I,I,1,42.t1,599,I[1]
151,open,open,2,42.t2,600,open[1]
151,my,my,3,42.t3,601,my[1]
151,heart,heart,4,42.t4,602,heart[1]
151,to,to,5,42.t5,603,to[1]
151,the,the,6,42.t6,604,the[1]
151,right,right,7,42.t7,605,right[1]
151,"way,",way,8,42.t8,606,way[1]
151,to,to,9,42.t9,607,to[2]
151,the,the,10,42.t10,608,the[2]
151,way,way,11,42.t11,609,way[2]
151,of,of,12,42.t12,610,of[1]
151,Jesus,Jesus,13,42.t13,611,Jesus[1]
151,the,the,14,42.t14,612,the[3]
151,Messiah,Messiah,15,42.t15,613,Messiah[1]
151,to,to,16,42.t16,614,to[3]
151,a,a,17,42.t17,615,a[5]
151,great,great,18,42.t18,616,great[1]
151,light.,light,19,42.t19,617,light[1]
152,Before,Before,1,43.t1,618,Before[1]
152,coming,coming,2,43.t2,619,coming[1]
152,to,to,3,43.t3,620,to[1]
152,the,the,4,43.t4,621,the[1]
152,Christian,Christian,5,43.t5,622,Christian[1]
152,land,land,6,43.t6,623,land[1]
152,my,my,7,43.t7,624,my[1]
152,religion,religion,8,43.t8,625,religion[1]
152,was,was,9,43.t9,626,was[1]
152,the,the,10,43.t10,627,the[2]
152,religion,religion,11,43.t11,628,religion[2]
152,of,of,12,43.t12,629,of[1]
152,"Muhammad,",Muhammad,13,43.t13,630,Muhammad[1]
152,the,the,14,43.t14,631,the[3]
152,prophet,prophet,15,43.t15,632,prophet[1]
152,of,of,16,43.t16,633,of[2]
152,"God,",God,17,43.t17,634,God[1]
152,God,God,18,43.t18,635,God[2]
152,bless,bless,19,43.t19,636,bless[1]
152,him,him,20,43.t20,637,him[1]
152,and,and,21,43.t21,638,and[2]
152,grant,grant,22,43.t22,639,grant[1]
152,him,him,23,43.t23,640,him[2]
152,peace.,peace,24,43.t24,641,peace[1]
